sample_id,dataset_name,source_video_id,group_id,official_split,split,label,generator_name,generation_task,video_id,prompt_sha256,selection_key,archive_path,archive_member_path,file_size_compressed,file_size_uncompressed,license_status,download_status
real::RN_7nPK_pYI_0_0to319,AIGVDBench,RN_7nPK_pYI_0_0to319,aigvdbench:RN_7nPK_pYI_0_0to319,train,train,0,,real_video,RN_7nPK_pYI_0_0to319.mp4,8d4adbffd556636a105f3f0c21e0cbf7d389d3e0a74ac0a90bbd556f81cb6030,001462b04390abd2080ce0dac8f13030f7e4ecaa8d774aa054e865e2d390f76d,AIGVDBench/Real/Real.zip,videos/RN_7nPK_pYI_0_0to319.mp4,8272611,8273604,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::RN_7nPK_pYI_0_0to319,AIGVDBench,RN_7nPK_pYI_0_0to319,aigvdbench:RN_7nPK_pYI_0_0to319,train,train,1,Open-Sora,text_to_video,RN_7nPK_pYI_0_0to319.mp4,8d4adbffd556636a105f3f0c21e0cbf7d389d3e0a74ac0a90bbd556f81cb6030,001462b04390abd2080ce0dac8f13030f7e4ecaa8d774aa054e865e2d390f76d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/RN_7nPK_pYI_0_0to319.mp4,50608,51493,dataset_cc_by_4_0_component_partial,not_downloaded
real::YUPQHE8dOyI_9_0to176,AIGVDBench,YUPQHE8dOyI_9_0to176,aigvdbench:YUPQHE8dOyI_9_0to176,train,train,0,,real_video,YUPQHE8dOyI_9_0to176.mp4,cb788dc0b5f088285c9dca169ce4527f240cf5c2b89319897280edfcf3215d88,001cdf92f4799bf09ba6f8001c95d09e9583391abc3d702889e09990ce4d6b4a,AIGVDBench/Real/Real.zip,videos/YUPQHE8dOyI_9_0to176.mp4,2063075,2064160,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::YUPQHE8dOyI_9_0to176,AIGVDBench,YUPQHE8dOyI_9_0to176,aigvdbench:YUPQHE8dOyI_9_0to176,train,train,1,Open-Sora,text_to_video,YUPQHE8dOyI_9_0to176.mp4,cb788dc0b5f088285c9dca169ce4527f240cf5c2b89319897280edfcf3215d88,001cdf92f4799bf09ba6f8001c95d09e9583391abc3d702889e09990ce4d6b4a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/YUPQHE8dOyI_9_0to176.mp4,48068,48923,dataset_cc_by_4_0_component_partial,not_downloaded
real::mHoO8vEm1co_1_34to168,AIGVDBench,mHoO8vEm1co_1_34to168,aigvdbench:mHoO8vEm1co_1_34to168,train,train,0,,real_video,mHoO8vEm1co_1_34to168.mp4,7186d5a367aca34e11a28f75772bb882b263fc98f200377f0b2a582471d0b5db,001d6691a34b0371ee856e43e8371f303db12596cbb7ff5a486624a5e9df61c4,AIGVDBench/Real/Real.zip,videos/mHoO8vEm1co_1_34to168.mp4,2300125,2301072,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::mHoO8vEm1co_1_34to168,AIGVDBench,mHoO8vEm1co_1_34to168,aigvdbench:mHoO8vEm1co_1_34to168,train,train,1,Open-Sora,text_to_video,mHoO8vEm1co_1_34to168.mp4,7186d5a367aca34e11a28f75772bb882b263fc98f200377f0b2a582471d0b5db,001d6691a34b0371ee856e43e8371f303db12596cbb7ff5a486624a5e9df61c4,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/mHoO8vEm1co_1_34to168.mp4,38234,39046,dataset_cc_by_4_0_component_partial,not_downloaded
real::ci8GjIKQDKU_24_0to109,AIGVDBench,ci8GjIKQDKU_24_0to109,aigvdbench:ci8GjIKQDKU_24_0to109,train,train,0,,real_video,ci8GjIKQDKU_24_0to109.mp4,e0ad2b40bc02ebcaa952e4bdf5750b437d3ab0836016db2268673b7b48f5a8cf,001e95e3a4e5a79746779743b53f16d4313942c3e0234221c007e51649c67d3b,AIGVDBench/Real/Real.zip,videos/ci8GjIKQDKU_24_0to109.mp4,1354301,1355118,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::ci8GjIKQDKU_24_0to109,AIGVDBench,ci8GjIKQDKU_24_0to109,aigvdbench:ci8GjIKQDKU_24_0to109,train,train,1,Open-Sora,text_to_video,ci8GjIKQDKU_24_0to109.mp4,e0ad2b40bc02ebcaa952e4bdf5750b437d3ab0836016db2268673b7b48f5a8cf,001e95e3a4e5a79746779743b53f16d4313942c3e0234221c007e51649c67d3b,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/ci8GjIKQDKU_24_0to109.mp4,39977,40815,dataset_cc_by_4_0_component_partial,not_downloaded
real::9S2-sD1HIbQ_21_126to247,AIGVDBench,9S2-sD1HIbQ_21_126to247,aigvdbench:9S2-sD1HIbQ_21_126to247,train,train,0,,real_video,9S2-sD1HIbQ_21_126to247.mp4,618816e69c11af14189bb11e7cce76eb2f703807b0d9a2ed5ec508c41143fdec,002bfa76210f204d8bed8b922ec98c66470cbf6683f69c6484d1f68cca13c078,AIGVDBench/Real/Real.zip,videos/9S2-sD1HIbQ_21_126to247.mp4,1711598,1712108,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::9S2-sD1HIbQ_21_126to247,AIGVDBench,9S2-sD1HIbQ_21_126to247,aigvdbench:9S2-sD1HIbQ_21_126to247,train,train,1,Open-Sora,text_to_video,9S2-sD1HIbQ_21_126to247.mp4,618816e69c11af14189bb11e7cce76eb2f703807b0d9a2ed5ec508c41143fdec,002bfa76210f204d8bed8b922ec98c66470cbf6683f69c6484d1f68cca13c078,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/9S2-sD1HIbQ_21_126to247.mp4,37722,38581,dataset_cc_by_4_0_component_partial,not_downloaded
real::EXmiHun7d-8_29_776to898,AIGVDBench,EXmiHun7d-8_29_776to898,aigvdbench:EXmiHun7d-8_29_776to898,train,train,0,,real_video,EXmiHun7d-8_29_776to898.mp4,c494b6eb7b4c41dcbefc18e49f058ef331ffbcbd8c728a4b69a60255f228c4cf,0039e5641d8b623bb83aa4cdc937e38d7ccdf145d53cb5435a3c945e80485573,AIGVDBench/Real/Real.zip,videos/EXmiHun7d-8_29_776to898.mp4,2603902,2604191,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::EXmiHun7d-8_29_776to898,AIGVDBench,EXmiHun7d-8_29_776to898,aigvdbench:EXmiHun7d-8_29_776to898,train,train,1,Open-Sora,text_to_video,EXmiHun7d-8_29_776to898.mp4,c494b6eb7b4c41dcbefc18e49f058ef331ffbcbd8c728a4b69a60255f228c4cf,0039e5641d8b623bb83aa4cdc937e38d7ccdf145d53cb5435a3c945e80485573,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/EXmiHun7d-8_29_776to898.mp4,67076,67946,dataset_cc_by_4_0_component_partial,not_downloaded
real::wmd4Nbunuyg_11_193to331,AIGVDBench,wmd4Nbunuyg_11_193to331,aigvdbench:wmd4Nbunuyg_11_193to331,train,train,0,,real_video,wmd4Nbunuyg_11_193to331.mp4,cf16c4214ade77743dc6f8ca1b1d46029358e26e8b4c25da631e1aab193986d3,004124838a6edb70652e25d725cf1cf1595e9f3501f04727161be2666eba0414,AIGVDBench/Real/Real.zip,videos/wmd4Nbunuyg_11_193to331.mp4,3723196,3723366,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::wmd4Nbunuyg_11_193to331,AIGVDBench,wmd4Nbunuyg_11_193to331,aigvdbench:wmd4Nbunuyg_11_193to331,train,train,1,Open-Sora,text_to_video,wmd4Nbunuyg_11_193to331.mp4,cf16c4214ade77743dc6f8ca1b1d46029358e26e8b4c25da631e1aab193986d3,004124838a6edb70652e25d725cf1cf1595e9f3501f04727161be2666eba0414,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/wmd4Nbunuyg_11_193to331.mp4,46517,47328,dataset_cc_by_4_0_component_partial,not_downloaded
real::w7h--c54_O8_24_0to135,AIGVDBench,w7h--c54_O8_24_0to135,aigvdbench:w7h--c54_O8_24_0to135,train,train,0,,real_video,w7h--c54_O8_24_0to135.mp4,744c7e59ce4f11da82e61c45ef259bba763316eeb80349809eb3f69492af256a,004444f102200c6ed5b4997dd19333cb543450df2c4ac9ea16e64abed033a860,AIGVDBench/Real/Real.zip,videos/w7h--c54_O8_24_0to135.mp4,1220138,1220980,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::w7h--c54_O8_24_0to135,AIGVDBench,w7h--c54_O8_24_0to135,aigvdbench:w7h--c54_O8_24_0to135,train,train,1,Open-Sora,text_to_video,w7h--c54_O8_24_0to135.mp4,744c7e59ce4f11da82e61c45ef259bba763316eeb80349809eb3f69492af256a,004444f102200c6ed5b4997dd19333cb543450df2c4ac9ea16e64abed033a860,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/w7h--c54_O8_24_0to135.mp4,46026,46872,dataset_cc_by_4_0_component_partial,not_downloaded
real::2lTq3d3vY04_0_96to280,AIGVDBench,2lTq3d3vY04_0_96to280,aigvdbench:2lTq3d3vY04_0_96to280,train,train,0,,real_video,2lTq3d3vY04_0_96to280.mp4,eec4109af964c66ceadf20bfaa9091b77d856411aa522c4ba2702725f11a39e2,0048b7c3c2da94dcc0ca4d19de42df2ec84ce9a83e009d7be97912d9638b66a1,AIGVDBench/Real/Real.zip,videos/2lTq3d3vY04_0_96to280.mp4,3383022,3383382,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::2lTq3d3vY04_0_96to280,AIGVDBench,2lTq3d3vY04_0_96to280,aigvdbench:2lTq3d3vY04_0_96to280,train,train,1,Open-Sora,text_to_video,2lTq3d3vY04_0_96to280.mp4,eec4109af964c66ceadf20bfaa9091b77d856411aa522c4ba2702725f11a39e2,0048b7c3c2da94dcc0ca4d19de42df2ec84ce9a83e009d7be97912d9638b66a1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/2lTq3d3vY04_0_96to280.mp4,62906,63631,dataset_cc_by_4_0_component_partial,not_downloaded
real::qb4DJAgNGiQ_87_29to141,AIGVDBench,qb4DJAgNGiQ_87_29to141,aigvdbench:qb4DJAgNGiQ_87_29to141,train,train,0,,real_video,qb4DJAgNGiQ_87_29to141.mp4,881bdd8437c3f41af82f6986cdbde9e42e4dcbc04cf449fb14c930ea6d110481,004ed5af938e6f1b8cd2030dd87b0586c923a0dad6c03b015e57043a4a8c092d,AIGVDBench/Real/Real.zip,videos/qb4DJAgNGiQ_87_29to141.mp4,2316273,2316523,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::qb4DJAgNGiQ_87_29to141,AIGVDBench,qb4DJAgNGiQ_87_29to141,aigvdbench:qb4DJAgNGiQ_87_29to141,train,train,1,Open-Sora,text_to_video,qb4DJAgNGiQ_87_29to141.mp4,881bdd8437c3f41af82f6986cdbde9e42e4dcbc04cf449fb14c930ea6d110481,004ed5af938e6f1b8cd2030dd87b0586c923a0dad6c03b015e57043a4a8c092d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/qb4DJAgNGiQ_87_29to141.mp4,62196,62975,dataset_cc_by_4_0_component_partial,not_downloaded
real::zEr5cbkNabY_38_39to140,AIGVDBench,zEr5cbkNabY_38_39to140,aigvdbench:zEr5cbkNabY_38_39to140,train,train,0,,real_video,zEr5cbkNabY_38_39to140.mp4,fd68452f28e3d696783e959ae1fef2ed7b97895be4f42568dc9074a46e2f12b6,00570c7acf4c5516ed3efcd11a5b7d0d60661d4892efd78b3676a6a2d9e8ec43,AIGVDBench/Real/Real.zip,videos/zEr5cbkNabY_38_39to140.mp4,1216190,1216645,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::zEr5cbkNabY_38_39to140,AIGVDBench,zEr5cbkNabY_38_39to140,aigvdbench:zEr5cbkNabY_38_39to140,train,train,1,Open-Sora,text_to_video,zEr5cbkNabY_38_39to140.mp4,fd68452f28e3d696783e959ae1fef2ed7b97895be4f42568dc9074a46e2f12b6,00570c7acf4c5516ed3efcd11a5b7d0d60661d4892efd78b3676a6a2d9e8ec43,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/zEr5cbkNabY_38_39to140.mp4,46775,47662,dataset_cc_by_4_0_component_partial,not_downloaded
real::_Z5UMH8trWE_637_136to247,AIGVDBench,_Z5UMH8trWE_637_136to247,aigvdbench:_Z5UMH8trWE_637_136to247,train,train,0,,real_video,_Z5UMH8trWE_637_136to247.mp4,ea8dc9b6ae2831ee6754929b2bfffcb2227bf3583abd0cc27f8ccd3df831b321,00570cca3a8d5bc75640f8bc5574561891850e84e765f74b0b453867cb6769a1,AIGVDBench/Real/Real.zip,videos/_Z5UMH8trWE_637_136to247.mp4,2289972,2290445,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::_Z5UMH8trWE_637_136to247,AIGVDBench,_Z5UMH8trWE_637_136to247,aigvdbench:_Z5UMH8trWE_637_136to247,train,train,1,Open-Sora,text_to_video,_Z5UMH8trWE_637_136to247.mp4,ea8dc9b6ae2831ee6754929b2bfffcb2227bf3583abd0cc27f8ccd3df831b321,00570cca3a8d5bc75640f8bc5574561891850e84e765f74b0b453867cb6769a1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/_Z5UMH8trWE_637_136to247.mp4,46552,47368,dataset_cc_by_4_0_component_partial,not_downloaded
real::BjNdaV_Jz4U_5_0to151,AIGVDBench,BjNdaV_Jz4U_5_0to151,aigvdbench:BjNdaV_Jz4U_5_0to151,train,train,0,,real_video,BjNdaV_Jz4U_5_0to151.mp4,27df786a37e75409822084ed87e8972b644956cfb4e146e66755402e28298d6a,0062eed105ca288be1c68267e56954a256e111ee6aaa43ab8e819e3357890e83,AIGVDBench/Real/Real.zip,videos/BjNdaV_Jz4U_5_0to151.mp4,3219998,3220661,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::BjNdaV_Jz4U_5_0to151,AIGVDBench,BjNdaV_Jz4U_5_0to151,aigvdbench:BjNdaV_Jz4U_5_0to151,train,train,1,Open-Sora,text_to_video,BjNdaV_Jz4U_5_0to151.mp4,27df786a37e75409822084ed87e8972b644956cfb4e146e66755402e28298d6a,0062eed105ca288be1c68267e56954a256e111ee6aaa43ab8e819e3357890e83,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/BjNdaV_Jz4U_5_0to151.mp4,48367,49233,dataset_cc_by_4_0_component_partial,not_downloaded
real::kNVy_zN3BHA_44_53to302,AIGVDBench,kNVy_zN3BHA_44_53to302,aigvdbench:kNVy_zN3BHA_44_53to302,train,train,0,,real_video,kNVy_zN3BHA_44_53to302.mp4,7e3788d241276ffbcd1804dde4cf90dc01b298ce4e3c2d380e49100ff8327435,0068a30af2653a9b461cf8796d2e6c00f2cf211a15ebc2865921e5b827b17e43,AIGVDBench/Real/Real.zip,videos/kNVy_zN3BHA_44_53to302.mp4,4654727,4655355,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::kNVy_zN3BHA_44_53to302,AIGVDBench,kNVy_zN3BHA_44_53to302,aigvdbench:kNVy_zN3BHA_44_53to302,train,train,1,Open-Sora,text_to_video,kNVy_zN3BHA_44_53to302.mp4,7e3788d241276ffbcd1804dde4cf90dc01b298ce4e3c2d380e49100ff8327435,0068a30af2653a9b461cf8796d2e6c00f2cf211a15ebc2865921e5b827b17e43,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/kNVy_zN3BHA_44_53to302.mp4,49194,50016,dataset_cc_by_4_0_component_partial,not_downloaded
real::lExN3FdIvw8_26_0to110,AIGVDBench,lExN3FdIvw8_26_0to110,aigvdbench:lExN3FdIvw8_26_0to110,train,train,0,,real_video,lExN3FdIvw8_26_0to110.mp4,3fcc5ee6b1ff39a7a714954efadea74b486c6e07db56a015efc92a6b02281c2b,006ebd46941c38e0397f20234edf1c5c4d55931b30c1a62a16213b669116e769,AIGVDBench/Real/Real.zip,videos/lExN3FdIvw8_26_0to110.mp4,1889752,1890157,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::lExN3FdIvw8_26_0to110,AIGVDBench,lExN3FdIvw8_26_0to110,aigvdbench:lExN3FdIvw8_26_0to110,train,train,1,Open-Sora,text_to_video,lExN3FdIvw8_26_0to110.mp4,3fcc5ee6b1ff39a7a714954efadea74b486c6e07db56a015efc92a6b02281c2b,006ebd46941c38e0397f20234edf1c5c4d55931b30c1a62a16213b669116e769,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/lExN3FdIvw8_26_0to110.mp4,40424,41236,dataset_cc_by_4_0_component_partial,not_downloaded
real::ym205HqYEnE_71_0to113,AIGVDBench,ym205HqYEnE_71_0to113,aigvdbench:ym205HqYEnE_71_0to113,train,train,0,,real_video,ym205HqYEnE_71_0to113.mp4,46cafad63666fc8a6c0112fef8324a497de82b45327b15685a2e5f47a0f59961,00822a1be0ef8f8c88a7e46f69ebe87fc5a2c22ead4bebc421b9a5aae1049cc0,AIGVDBench/Real/Real.zip,videos/ym205HqYEnE_71_0to113.mp4,1909253,1909669,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::ym205HqYEnE_71_0to113,AIGVDBench,ym205HqYEnE_71_0to113,aigvdbench:ym205HqYEnE_71_0to113,train,train,1,Open-Sora,text_to_video,ym205HqYEnE_71_0to113.mp4,46cafad63666fc8a6c0112fef8324a497de82b45327b15685a2e5f47a0f59961,00822a1be0ef8f8c88a7e46f69ebe87fc5a2c22ead4bebc421b9a5aae1049cc0,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/ym205HqYEnE_71_0to113.mp4,32666,33578,dataset_cc_by_4_0_component_partial,not_downloaded
real::F29HGMNKcnk_63_0to191,AIGVDBench,F29HGMNKcnk_63_0to191,aigvdbench:F29HGMNKcnk_63_0to191,train,train,0,,real_video,F29HGMNKcnk_63_0to191.mp4,7c8da8000bfe70321b3acb64983e0ac24991539ff475e4365856a1d328776eba,008f7e3f93bd9aec056740d74d59ffa0a78c3fb931b084fa9955210be78db510,AIGVDBench/Real/Real.zip,videos/F29HGMNKcnk_63_0to191.mp4,7401914,7402233,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::F29HGMNKcnk_63_0to191,AIGVDBench,F29HGMNKcnk_63_0to191,aigvdbench:F29HGMNKcnk_63_0to191,train,train,1,Open-Sora,text_to_video,F29HGMNKcnk_63_0to191.mp4,7c8da8000bfe70321b3acb64983e0ac24991539ff475e4365856a1d328776eba,008f7e3f93bd9aec056740d74d59ffa0a78c3fb931b084fa9955210be78db510,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/F29HGMNKcnk_63_0to191.mp4,85053,85804,dataset_cc_by_4_0_component_partial,not_downloaded
real::iPxDcHbS1xc_32_0to136,AIGVDBench,iPxDcHbS1xc_32_0to136,aigvdbench:iPxDcHbS1xc_32_0to136,train,train,0,,real_video,iPxDcHbS1xc_32_0to136.mp4,428cc47e49d117bd69f280df12370a442af4e673a793b278e5017800dd986708,009c744cd77c4b8d9c31844c5388338ac36efdfd74aef031f7155422588c1c44,AIGVDBench/Real/Real.zip,videos/iPxDcHbS1xc_32_0to136.mp4,1277901,1279258,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::iPxDcHbS1xc_32_0to136,AIGVDBench,iPxDcHbS1xc_32_0to136,aigvdbench:iPxDcHbS1xc_32_0to136,train,train,1,Open-Sora,text_to_video,iPxDcHbS1xc_32_0to136.mp4,428cc47e49d117bd69f280df12370a442af4e673a793b278e5017800dd986708,009c744cd77c4b8d9c31844c5388338ac36efdfd74aef031f7155422588c1c44,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/iPxDcHbS1xc_32_0to136.mp4,82727,83446,dataset_cc_by_4_0_component_partial,not_downloaded
real::1IL7cpSq1t0_16_0to298,AIGVDBench,1IL7cpSq1t0_16_0to298,aigvdbench:1IL7cpSq1t0_16_0to298,train,train,0,,real_video,1IL7cpSq1t0_16_0to298.mp4,2561937dc753a05beb7c1a3fec2e797a04f47b3f730368c1e4605a1d535ba470,009e70fd0759149e09624d158a4cafdcd954650f72b1384dc84194e90cbfd29d,AIGVDBench/Real/Real.zip,videos/1IL7cpSq1t0_16_0to298.mp4,4521292,4522013,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::1IL7cpSq1t0_16_0to298,AIGVDBench,1IL7cpSq1t0_16_0to298,aigvdbench:1IL7cpSq1t0_16_0to298,train,train,1,Open-Sora,text_to_video,1IL7cpSq1t0_16_0to298.mp4,2561937dc753a05beb7c1a3fec2e797a04f47b3f730368c1e4605a1d535ba470,009e70fd0759149e09624d158a4cafdcd954650f72b1384dc84194e90cbfd29d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/1IL7cpSq1t0_16_0to298.mp4,48819,49595,dataset_cc_by_4_0_component_partial,not_downloaded
real::-i7R-fPF22c_6_108to292,AIGVDBench,-i7R-fPF22c_6_108to292,aigvdbench:-i7R-fPF22c_6_108to292,train,train,0,,real_video,-i7R-fPF22c_6_108to292.mp4,e54c18088685c0ae2f96dadf8b99612ee7a1bbf2980f3e7b5601698075fc4e27,00a1f075272181bc90fff7a4875216cd18dc99b97019cccbe2b8f48cef897f85,AIGVDBench/Real/Real.zip,videos/-i7R-fPF22c_6_108to292.mp4,3446144,3446607,dataset_cc_by_4_0_component_partial,not_downloaded
open_sora::-i7R-fPF22c_6_108to292,AIGVDBench,-i7R-fPF22c_6_108to292,aigvdbench:-i7R-fPF22c_6_108to292,train,train,1,Open-Sora,text_to_video,-i7R-fPF22c_6_108to292.mp4,e54c18088685c0ae2f96dadf8b99612ee7a1bbf2980f3e7b5601698075fc4e27,00a1f075272181bc90fff7a4875216cd18dc99b97019cccbe2b8f48cef897f85,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/-i7R-fPF22c_6_108to292.mp4,59250,60119,dataset_cc_by_4_0_component_partial,not_downloaded
real::Y1UAh2rVzQ8_55_0to120,AIGVDBench,Y1UAh2rVzQ8_55_0to120,aigvdbench:Y1UAh2rVzQ8_55_0to120,train,train,0,,real_video,Y1UAh2rVzQ8_55_0to120.mp4,05e3d3ee281a72ecaff155a793430f19c8f1c1f18d0a8a1eb750f1e754c2db74,00a8cc6fff6e32bebefcdba33cfcd5ebbb3716c1f23a6af0141074611d9ba593,AIGVDBench/Real/Real.zip,videos/Y1UAh2rVzQ8_55_0to120.mp4,2312969,2313292,dataset_cc_by_4_0_component_partial,not_downloaded
