sample_id,dataset_name,source_video_id,group_id,official_split,split,label,generator_name,generation_task,video_id,prompt_sha256,selection_key,archive_path,archive_member_path,file_size_compressed,file_size_uncompressed,license_status,download_status,local_video_path,source_video_sha256,media_inventory_status,candidate_manifest_sha256
real::RN_7nPK_pYI_0_0to319,AIGVDBench,RN_7nPK_pYI_0_0to319,aigvdbench:RN_7nPK_pYI_0_0to319,train,train,0,,real_video,RN_7nPK_pYI_0_0to319.mp4,8d4adbffd556636a105f3f0c21e0cbf7d389d3e0a74ac0a90bbd556f81cb6030,001462b04390abd2080ce0dac8f13030f7e4ecaa8d774aa054e865e2d390f76d,AIGVDBench/Real/Real.zip,videos/RN_7nPK_pYI_0_0to319.mp4,8272611,8273604,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSTl83blBLX3BZSV8wXzB0bzMxOQ/real.mp4,f60936b93b7baf7b21c9504e774511f8e816c6e10198dfc95c4d5a56a42e1d50,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::RN_7nPK_pYI_0_0to319,AIGVDBench,RN_7nPK_pYI_0_0to319,aigvdbench:RN_7nPK_pYI_0_0to319,train,train,1,Open-Sora,text_to_video,RN_7nPK_pYI_0_0to319.mp4,8d4adbffd556636a105f3f0c21e0cbf7d389d3e0a74ac0a90bbd556f81cb6030,001462b04390abd2080ce0dac8f13030f7e4ecaa8d774aa054e865e2d390f76d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/RN_7nPK_pYI_0_0to319.mp4,50608,51493,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpSTl83blBLX3BZSV8wXzB0bzMxOQ/open_sora.mp4,6c0f59bb403d722396ebcb8082acb4a0e0b9a18f0540e138ff5c6779d5cc5c34,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::YUPQHE8dOyI_9_0to176,AIGVDBench,YUPQHE8dOyI_9_0to176,aigvdbench:YUPQHE8dOyI_9_0to176,train,train,0,,real_video,YUPQHE8dOyI_9_0to176.mp4,cb788dc0b5f088285c9dca169ce4527f240cf5c2b89319897280edfcf3215d88,001cdf92f4799bf09ba6f8001c95d09e9583391abc3d702889e09990ce4d6b4a,AIGVDBench/Real/Real.zip,videos/YUPQHE8dOyI_9_0to176.mp4,2063075,2064160,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZVVBRSEU4ZE95SV85XzB0bzE3Ng/real.mp4,ce86521f410e5557d63040a663d7930400c2c6cdb06b0a0d972afc222ac70478,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::YUPQHE8dOyI_9_0to176,AIGVDBench,YUPQHE8dOyI_9_0to176,aigvdbench:YUPQHE8dOyI_9_0to176,train,train,1,Open-Sora,text_to_video,YUPQHE8dOyI_9_0to176.mp4,cb788dc0b5f088285c9dca169ce4527f240cf5c2b89319897280edfcf3215d88,001cdf92f4799bf09ba6f8001c95d09e9583391abc3d702889e09990ce4d6b4a,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/YUPQHE8dOyI_9_0to176.mp4,48068,48923,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZVVBRSEU4ZE95SV85XzB0bzE3Ng/open_sora.mp4,2065ee7ed1a882eb957263f4662c989dcacd8509960db598daeef0953c27f93d,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::mHoO8vEm1co_1_34to168,AIGVDBench,mHoO8vEm1co_1_34to168,aigvdbench:mHoO8vEm1co_1_34to168,train,train,0,,real_video,mHoO8vEm1co_1_34to168.mp4,7186d5a367aca34e11a28f75772bb882b263fc98f200377f0b2a582471d0b5db,001d6691a34b0371ee856e43e8371f303db12596cbb7ff5a486624a5e9df61c4,AIGVDBench/Real/Real.zip,videos/mHoO8vEm1co_1_34to168.mp4,2300125,2301072,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDptSG9POHZFbTFjb18xXzM0dG8xNjg/real.mp4,8af472290251414c4441e80d63a684757f24e2a0b750940d1ebd4ffb9d1b9a72,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::mHoO8vEm1co_1_34to168,AIGVDBench,mHoO8vEm1co_1_34to168,aigvdbench:mHoO8vEm1co_1_34to168,train,train,1,Open-Sora,text_to_video,mHoO8vEm1co_1_34to168.mp4,7186d5a367aca34e11a28f75772bb882b263fc98f200377f0b2a582471d0b5db,001d6691a34b0371ee856e43e8371f303db12596cbb7ff5a486624a5e9df61c4,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/mHoO8vEm1co_1_34to168.mp4,38234,39046,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDptSG9POHZFbTFjb18xXzM0dG8xNjg/open_sora.mp4,c230790157817f3a34e5adfb902534a8c89827c8142bb2a7f511ef8fcf866ba7,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::ci8GjIKQDKU_24_0to109,AIGVDBench,ci8GjIKQDKU_24_0to109,aigvdbench:ci8GjIKQDKU_24_0to109,train,train,0,,real_video,ci8GjIKQDKU_24_0to109.mp4,e0ad2b40bc02ebcaa952e4bdf5750b437d3ab0836016db2268673b7b48f5a8cf,001e95e3a4e5a79746779743b53f16d4313942c3e0234221c007e51649c67d3b,AIGVDBench/Real/Real.zip,videos/ci8GjIKQDKU_24_0to109.mp4,1354301,1355118,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpjaThHaklLUURLVV8yNF8wdG8xMDk/real.mp4,0899197c0664c0ed0d7320c70aa98e470cc95fb213f0021af42ed4ffba8fe2f9,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::ci8GjIKQDKU_24_0to109,AIGVDBench,ci8GjIKQDKU_24_0to109,aigvdbench:ci8GjIKQDKU_24_0to109,train,train,1,Open-Sora,text_to_video,ci8GjIKQDKU_24_0to109.mp4,e0ad2b40bc02ebcaa952e4bdf5750b437d3ab0836016db2268673b7b48f5a8cf,001e95e3a4e5a79746779743b53f16d4313942c3e0234221c007e51649c67d3b,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/ci8GjIKQDKU_24_0to109.mp4,39977,40815,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpjaThHaklLUURLVV8yNF8wdG8xMDk/open_sora.mp4,e027ef538c44bd4d8192ad086423e8a8725ab65bc8125d22c89345c70aa016e5,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::9S2-sD1HIbQ_21_126to247,AIGVDBench,9S2-sD1HIbQ_21_126to247,aigvdbench:9S2-sD1HIbQ_21_126to247,train,train,0,,real_video,9S2-sD1HIbQ_21_126to247.mp4,618816e69c11af14189bb11e7cce76eb2f703807b0d9a2ed5ec508c41143fdec,002bfa76210f204d8bed8b922ec98c66470cbf6683f69c6484d1f68cca13c078,AIGVDBench/Real/Real.zip,videos/9S2-sD1HIbQ_21_126to247.mp4,1711598,1712108,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo5UzItc0QxSEliUV8yMV8xMjZ0bzI0Nw/real.mp4,b98cb3a4a3ec396b4b9f8f27f06b4a9a69851a5e6ca26e2e0edf2bf1e6e46b7a,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::9S2-sD1HIbQ_21_126to247,AIGVDBench,9S2-sD1HIbQ_21_126to247,aigvdbench:9S2-sD1HIbQ_21_126to247,train,train,1,Open-Sora,text_to_video,9S2-sD1HIbQ_21_126to247.mp4,618816e69c11af14189bb11e7cce76eb2f703807b0d9a2ed5ec508c41143fdec,002bfa76210f204d8bed8b922ec98c66470cbf6683f69c6484d1f68cca13c078,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/9S2-sD1HIbQ_21_126to247.mp4,37722,38581,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo5UzItc0QxSEliUV8yMV8xMjZ0bzI0Nw/open_sora.mp4,188d7bd462a9a912d034097cb64b79e8e4589b1865fe2119ee3b6f392e604d5a,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::EXmiHun7d-8_29_776to898,AIGVDBench,EXmiHun7d-8_29_776to898,aigvdbench:EXmiHun7d-8_29_776to898,train,train,0,,real_video,EXmiHun7d-8_29_776to898.mp4,c494b6eb7b4c41dcbefc18e49f058ef331ffbcbd8c728a4b69a60255f228c4cf,0039e5641d8b623bb83aa4cdc937e38d7ccdf145d53cb5435a3c945e80485573,AIGVDBench/Real/Real.zip,videos/EXmiHun7d-8_29_776to898.mp4,2603902,2604191,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpFWG1pSHVuN2QtOF8yOV83NzZ0bzg5OA/real.mp4,2d270c00633ee4009711977345480cbf47d55e0289e564090327b166ebdffa54,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::EXmiHun7d-8_29_776to898,AIGVDBench,EXmiHun7d-8_29_776to898,aigvdbench:EXmiHun7d-8_29_776to898,train,train,1,Open-Sora,text_to_video,EXmiHun7d-8_29_776to898.mp4,c494b6eb7b4c41dcbefc18e49f058ef331ffbcbd8c728a4b69a60255f228c4cf,0039e5641d8b623bb83aa4cdc937e38d7ccdf145d53cb5435a3c945e80485573,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/EXmiHun7d-8_29_776to898.mp4,67076,67946,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpFWG1pSHVuN2QtOF8yOV83NzZ0bzg5OA/open_sora.mp4,020f08ea69d7bb51341a2758d86b9d26f391ea1facc13c8535b5e2df728ecddd,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::wmd4Nbunuyg_11_193to331,AIGVDBench,wmd4Nbunuyg_11_193to331,aigvdbench:wmd4Nbunuyg_11_193to331,train,train,0,,real_video,wmd4Nbunuyg_11_193to331.mp4,cf16c4214ade77743dc6f8ca1b1d46029358e26e8b4c25da631e1aab193986d3,004124838a6edb70652e25d725cf1cf1595e9f3501f04727161be2666eba0414,AIGVDBench/Real/Real.zip,videos/wmd4Nbunuyg_11_193to331.mp4,3723196,3723366,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp3bWQ0TmJ1bnV5Z18xMV8xOTN0bzMzMQ/real.mp4,3f98206d3aad2de695850301c2d15ec9a21738b63523a62cfda25ac55c48b5ee,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::wmd4Nbunuyg_11_193to331,AIGVDBench,wmd4Nbunuyg_11_193to331,aigvdbench:wmd4Nbunuyg_11_193to331,train,train,1,Open-Sora,text_to_video,wmd4Nbunuyg_11_193to331.mp4,cf16c4214ade77743dc6f8ca1b1d46029358e26e8b4c25da631e1aab193986d3,004124838a6edb70652e25d725cf1cf1595e9f3501f04727161be2666eba0414,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/wmd4Nbunuyg_11_193to331.mp4,46517,47328,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp3bWQ0TmJ1bnV5Z18xMV8xOTN0bzMzMQ/open_sora.mp4,12bed48df0047cb75bbea1215b5e2187a17ddaac345dc4b71cc4d2fdf1f0f01c,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::w7h--c54_O8_24_0to135,AIGVDBench,w7h--c54_O8_24_0to135,aigvdbench:w7h--c54_O8_24_0to135,train,train,0,,real_video,w7h--c54_O8_24_0to135.mp4,744c7e59ce4f11da82e61c45ef259bba763316eeb80349809eb3f69492af256a,004444f102200c6ed5b4997dd19333cb543450df2c4ac9ea16e64abed033a860,AIGVDBench/Real/Real.zip,videos/w7h--c54_O8_24_0to135.mp4,1220138,1220980,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp3N2gtLWM1NF9POF8yNF8wdG8xMzU/real.mp4,7b30573950b77cccf249e5f9a93e21e193ae5ede3234abda0f5ccdc1932323f6,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::w7h--c54_O8_24_0to135,AIGVDBench,w7h--c54_O8_24_0to135,aigvdbench:w7h--c54_O8_24_0to135,train,train,1,Open-Sora,text_to_video,w7h--c54_O8_24_0to135.mp4,744c7e59ce4f11da82e61c45ef259bba763316eeb80349809eb3f69492af256a,004444f102200c6ed5b4997dd19333cb543450df2c4ac9ea16e64abed033a860,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/w7h--c54_O8_24_0to135.mp4,46026,46872,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp3N2gtLWM1NF9POF8yNF8wdG8xMzU/open_sora.mp4,db9e1b0242d5266ef71142598ca07dfa22a74e7758418adfa51c5de1e94c35b8,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::2lTq3d3vY04_0_96to280,AIGVDBench,2lTq3d3vY04_0_96to280,aigvdbench:2lTq3d3vY04_0_96to280,train,train,0,,real_video,2lTq3d3vY04_0_96to280.mp4,eec4109af964c66ceadf20bfaa9091b77d856411aa522c4ba2702725f11a39e2,0048b7c3c2da94dcc0ca4d19de42df2ec84ce9a83e009d7be97912d9638b66a1,AIGVDBench/Real/Real.zip,videos/2lTq3d3vY04_0_96to280.mp4,3383022,3383382,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoybFRxM2QzdlkwNF8wXzk2dG8yODA/real.mp4,411235d233bf20090d7bf045141c3aba5c9fd8ba7ac6e2b7358205884650cd80,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::2lTq3d3vY04_0_96to280,AIGVDBench,2lTq3d3vY04_0_96to280,aigvdbench:2lTq3d3vY04_0_96to280,train,train,1,Open-Sora,text_to_video,2lTq3d3vY04_0_96to280.mp4,eec4109af964c66ceadf20bfaa9091b77d856411aa522c4ba2702725f11a39e2,0048b7c3c2da94dcc0ca4d19de42df2ec84ce9a83e009d7be97912d9638b66a1,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/2lTq3d3vY04_0_96to280.mp4,62906,63631,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDoybFRxM2QzdlkwNF8wXzk2dG8yODA/open_sora.mp4,a283e120e7e3b036714cbfacbd82ce7d74f74b141cfa816f5569afd2a22092a7,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
real::qb4DJAgNGiQ_87_29to141,AIGVDBench,qb4DJAgNGiQ_87_29to141,aigvdbench:qb4DJAgNGiQ_87_29to141,train,train,0,,real_video,qb4DJAgNGiQ_87_29to141.mp4,881bdd8437c3f41af82f6986cdbde9e42e4dcbc04cf449fb14c930ea6d110481,004ed5af938e6f1b8cd2030dd87b0586c923a0dad6c03b015e57043a4a8c092d,AIGVDBench/Real/Real.zip,videos/qb4DJAgNGiQ_87_29to141.mp4,2316273,2316523,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpxYjRESkFnTkdpUV84N18yOXRvMTQx/real.mp4,3667fb7d91694c2adcbfd517e2f36906118305bf9cacc9bf7df39a0de01576ac,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
open_sora::qb4DJAgNGiQ_87_29to141,AIGVDBench,qb4DJAgNGiQ_87_29to141,aigvdbench:qb4DJAgNGiQ_87_29to141,train,train,1,Open-Sora,text_to_video,qb4DJAgNGiQ_87_29to141.mp4,881bdd8437c3f41af82f6986cdbde9e42e4dcbc04cf449fb14c930ea6d110481,004ed5af938e6f1b8cd2030dd87b0586c923a0dad6c03b015e57043a4a8c092d,AIGVDBench/OpenSource/T2V/Open-Sora.zip,videos/qb4DJAgNGiQ_87_29to141.mp4,62196,62975,dataset_cc_by_4_0_component_partial,not_downloaded,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpxYjRESkFnTkdpUV84N18yOXRvMTQx/open_sora.mp4,24778c1cfc96011131794117a7bbcdbad7d8e570f8e18d83cdf045237a819937,COMPLETE,688c8d7a1995bef1ca23ba42d1072811a7a1be7cae5690cb49773fb598b5dfe9
