sample_id,manifest_schema_version,dataset_name,source_video_id,source_video_name,source_group_id,source_group_review_required,source_sha256,video_path,clip_id,clip_start,clip_end,core_clip_start,core_clip_end,num_frames,split,authenticity_label,authenticity_label_name,manipulation_type,scene_id,camera_id,camera_identity_status,coordinate_system_id,frame_manifest_path,object_observations_path,depth_observations_path,pose_observations_path,track_observations_path,semantic3d_observations_path,valid_object_count,valid_depth_count,valid_pose_count,valid_track_point_count,valid_semantic3d_count,usable,exclusion_reason,protocol_sha256,metadata
sample_1f17040574cf43dcfa367667,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_85c3c649f2c5df61a2b8,28,67,32,63,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_c6a03720cd335b607f04,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,0,40,0,0,0,False,required_objects_unavailable,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""objects"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_a3249489016ea6aa1e93"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_1f89eed4b7a712765eaff848,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_c9c15f89e80458343f4a,28,67,32,63,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_4304d154482c107db99f,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,172,40,0,2930,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_a6a54e02bf5ac2ea0942"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_25f89b074e72c668f1db4cdf,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_4f3dc4b2527b18ec7e6f,12,51,16,47,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_37c977d0ebbdae16d916,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,120,40,0,2313,41,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_c6d18cd9d014ee24ce0d"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_27d8091b4fd0f1b5aa6021aa,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_1d1ce515d81ea72ba02a,0,35,0,31,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_88bda49fa1046bdf10e6,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,109,36,0,2102,36,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_aeaadc46bc42cedf2891"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_28856b55f22e9773c7db15f9,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_8aecfc126abb61e6814c,44,83,48,79,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_2550097a2b98d6a582a0,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,163,40,0,2825,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_9ea72065feb7bfdb2385"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_2b9c82a4a747c7429a58d090,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_35787469e167cc3b7065,0,35,0,31,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_d9917af4a3dcddcf8157,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,88,36,0,145,7,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_4c8afd9be99204f6b789"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_32a107ae167e834b4633e869,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_ea74d80e1e5c8a8172e2,108,147,112,143,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_63f29bdc14f38daf8cac,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,2,40,0,8,2,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_0ee79b6a11dbbebbd4a8"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_375ac897c667c79f754a2ac8,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_afb34584f174e65dd88c,fake_1,srcgrp_ad541476a7a3388e2c5f,True,3603227d21d0dd2faf8690e90d577f1cc4ffb3884bb20459d02666fdbcd0f102,data/tests_videos/tests_fake_videos/fake_1.mp4,clip_f6eb068feccebbf5df64,60,99,64,95,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_a41da9228d1cfd200854,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,80,40,0,1090,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_e1cd68a85b911c5389ff"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_3b3efcb99e4a49d6d5456efa,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_e97458bd0a549ab43bbb,76,115,80,111,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_b84f17760cf816570ee1,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,120,40,0,2229,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_cb821478bcc13ee672f9"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_3ceea2033d4545877f3997f6,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_f25efe56b602def055a7,real_1,srcgrp_2895c465aad64271e3a8,True,c85cdd48ffe7f9722f3a7302202c7fc5d1fae93ad6ead6b75d3a34d9e74ee174,data/tests_videos/tests_real_videos/real_1.mp4,clip_f6a9b6829627b169892f,12,51,16,47,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_e50803081d71d541f123,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,91,40,0,713,23,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_1cc6770cd2f855c153b7"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_3edec06dde7e08effb91131e,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_afb34584f174e65dd88c,fake_1,srcgrp_ad541476a7a3388e2c5f,True,3603227d21d0dd2faf8690e90d577f1cc4ffb3884bb20459d02666fdbcd0f102,data/tests_videos/tests_fake_videos/fake_1.mp4,clip_9618009fbff52c20c6e9,0,35,0,31,36,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_cc602e66244f1d0ff2c0,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,133,36,0,1542,36,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_8d7d2bcc034c0bd8bbef"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_4a2a335aa34dcccf4cf17f17,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_217b4101cbc0074aaa72,108,147,112,143,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_e21fa099dca16c1942cc,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,182,40,0,3356,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_9f918eb80a618996284d"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_4c21e13c832125be787a7d8f,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_16841aeab1be01e8d6e0,real_2,srcgrp_00d1b251018f09d2aa69,True,c833105a2514a32b11e8ceab387754f695841df8ec2978fa5177f32aa13aa124,data/tests_videos/tests_real_videos/real_2.mp4,clip_e11920bfd272db519234,12,51,16,47,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_66d1179e0cbdd42351ab,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,0,40,0,0,0,False,required_objects_unavailable,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""objects"",""pose"",""semantic3d"",""tracks""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_80291cc532ad3964109f"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_4cb2b5ebe407f32af86381fd,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_afb34584f174e65dd88c,fake_1,srcgrp_ad541476a7a3388e2c5f,True,3603227d21d0dd2faf8690e90d577f1cc4ffb3884bb20459d02666fdbcd0f102,data/tests_videos/tests_fake_videos/fake_1.mp4,clip_6533bcf46e089b890f46,44,83,48,79,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_2263b48345103db8de1b,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,95,40,0,1141,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_96985e14de25dbe2bd7d"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_4f5e963a868aeab6e8718a88,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_ac2a3f4e74c6df3a568e,156,195,160,191,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_5d4fda45dbd95731949d,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,120,40,0,2321,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_d86715ffbad03acd62d7"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_553a451b8c02662c751007af,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_992deacc523c6ec71a95,real_3,srcgrp_3e3820a3bd210d2e8298,True,807c91abd1402b1f7b54d5ae30ace18a7f35cbc8a208c939cf0e2912cc10c200,data/tests_videos/tests_real_videos/real_3.mp4,clip_bb31c177208fe53d2b3d,108,147,112,143,40,validation,0,real,unknown,0,,camera_identity_unavailable,coord_c6365a899eae238e0b3f,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,120,40,0,2348,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_130945549577e5803030"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_5636af357cda5264971553ec,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_afb34584f174e65dd88c,fake_1,srcgrp_ad541476a7a3388e2c5f,True,3603227d21d0dd2faf8690e90d577f1cc4ffb3884bb20459d02666fdbcd0f102,data/tests_videos/tests_fake_videos/fake_1.mp4,clip_abac2d5083b36181c3a0,76,115,80,111,40,validation,1,fake,unknown,0,,camera_identity_unavailable,coord_6948687be4c32abb21cf,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,80,40,0,1509,40,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_cd888b5bd474dcbf0ee4"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
sample_571f7917ab9bf2c14ae2aba7,p4c1_experiment_manifest_v1,local_six_video_protocol_smoke,vid_268dfd36af1b786fe5b4,real_4,srcgrp_5ebf2741cd7777cb0d85,True,70757851a0e9615fdde3cf1d38fae8e932246fa9acd580e9d22dd3310e606824,data/tests_videos/tests_real_videos/real_4.mp4,clip_2a693f855a3767d862d2,133,168,137,168,36,validation,0,real,unknown,0,,camera_identity_unavailable,coord_c27dc9873edcaa27a86f,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/manifests/frames.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/objects.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/depth.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/camera.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/point_tracks_2d.parquet,outputs/structural_enhancement_dataset/p4b5_six_video_full_observation/observations/shared_3d_frames.parquet,176,36,0,3167,36,True,,004fb982597091e038bbb833370169626326f0ad5ecd0998fd61132ed1dffc12,"{""availability_missing_modalities"":[""camera_identity"",""pose""],""geometry_mode"":""unavailable"",""geometry_validation_only"":true,""overlapping_clip_inherits_video_split"":true,""pose_graph_id"":""posegraph_f6fc13fd558c6f4f7703"",""residual_values_read"":false,""sequence_scale_status"":""unknown"",""source_group_review_reason"":""original_real_and_derivative_relationship_not_provided"",""source_grouping_basis"":""file_hash_fallback_unresolved_origin"",""split_source"":""independent_manifest_protocol_smoke""}"
