sample_id,group_id,split,label_for_posthoc_reference,analysis_ok,source_video_sha256,sampling_provenance_sha256,residual_sha256,frames,clips,objects,object_tracks,point_tracks,semantic_prior_total,semantic_prior_available,semantic_temporal_total,semantic_temporal_available,d1_total,d1_available,d2_total,d2_available,d3_total,d3_available,overall_coverage,runtime_seconds,peak_gpu_memory_mb,failure_reason,source_commit,source_config_sha256,scale_prior_schema_version,scale_prior_sha256,scale_prior_source_table_sha256,canonical_axis_schema_version,canonical_threshold_config_sha256,scale_prior_entry_id,scale_prior_confidence,sampler_version,authenticity_label_used,result_path
open_sora::sz_1SZCn2sI_15_0to170,aigvdbench:sz_1SZCn2sI_15_0to170,train,1,True,04334de3713256fb4a8d26588b5bb8e508f5add6c4e336f4a477a04c7d802d4e,300d2c5d4c9cd64804dd133247684f6674b94bc372054e47429fa88d0535ca63,67a88004d13c9d22459ac2985ff0870fee1bfd456aaf7cf5581e9d4ec47e9724,32,4,38,9,815,38,0,38,18,2634,2634,2899,2412,64,0,0.8887890578484988,14.444105920381844,443.23095703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpzel8xU1pDbjJzSV8xNV8wdG8xNzA/result.json
real::3AtjHc7TKyc_2_0to293,aigvdbench:3AtjHc7TKyc_2_0to293,train,0,True,56fa0976fc93f886728d49b3aca97556de55afac1d5c457d3c9a76ff21c3bffa,a42e21890d00fe5b88be35ab12d22416ca395b7fb845dc52ae630c021850f655,bdec9996884e63f0f7c2d0e1cfd36ab70983a0fdb7d7c3bd6f4f72329ffa1ffd,32,4,37,5,980,37,0,37,3,1008,165,2597,424,37,0,0.12718999414034873,37.77669484075159,479.45849609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6M0F0akhjN1RLeWNfMl8wdG8yOTM/result.json
open_sora::3AtjHc7TKyc_2_0to293,aigvdbench:3AtjHc7TKyc_2_0to293,train,1,True,3d08429a27f65ae65c09c1bb35f6a4d9cc6ca92ecd2e579515ab5aa5de52e8b9,acb74de6b11386855f0827845fefbb572f04414e54b351cae49a96579cbb1624,786303713f81738e62f9ded219903b87c744f88097f14fef19831f7cf6a3b22e,32,4,96,12,895,96,0,96,0,5379,5379,4976,4576,348,252,0.9361098643362831,20.50493336096406,443.69970703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjozQXRqSGM3VEt5Y18yXzB0bzI5Mw/result.json
real::hRYX43RRjso_1_0to133,aigvdbench:hRYX43RRjso_1_0to133,train,0,True,4bcd114973dcfc0267f82c3c89137064eb55a28ba93cb9634783887b73f99dad,ca9c7ef152dd7e256a72d4aa732bb1eea9dff3b416fcda7adf31fdb2eac20694,0b216f811858ce29704e13f561c5010d5629885d680fb68ccfa13ea5568b724c,32,4,0,0,1159,0,0,0,0,967,0,3729,2082,0,0,0.4399199342431943,34.25332354474813,479.22314453125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6aFJZWDQzUlJqc29fMV8wdG8xMzM/result.json
open_sora::hRYX43RRjso_1_0to133,aigvdbench:hRYX43RRjso_1_0to133,train,1,True,0f35923723d2b3a97ec0aab825d0dc975fcda6619c259c2203a8614e9235bcc4,78750f2229d04d8ea67d105aaddbd6ece7524569e6f3201e575df1bfd31ef16c,8dc94d1100bfbaa20996952ddd00306057097aee59d6b8a98a884a9458d1ad97,32,4,0,0,909,0,0,0,0,5337,5337,4872,4368,0,0,0.9491368675922061,14.427180309779942,442.99560546875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpoUllYNDNSUmpzb18xXzB0bzEzMw/result.json
real::xq4l3l4HGjo_1_17to358,aigvdbench:xq4l3l4HGjo_1_17to358,train,0,True,884a27e13501a00300f509e3d241f8a1e21e121707caa1856ee91bf64359711d,d74f5c62cb6a9a80fc09890a852321869ec9b9332abaff1496d2d387d494204d,e11f7e6a7706a75827171bbd998b1957f709c37c849c11c40a0ae7225a09e87f,32,4,898,154,1258,898,1,898,287,4290,4290,5111,4846,11825,5790,0.6631014009800749,104.91965928766876,483.6455078125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6eHE0bDNsNEhHam9fMV8xN3RvMzU4/result.json
open_sora::xq4l3l4HGjo_1_17to358,aigvdbench:xq4l3l4HGjo_1_17to358,train,1,True,e33cb19a2adb91352ee1c1465cc7cf6e17e0c3ec0cdc9dc3170eabbfcd612044,ed92f3869172833548442cd8d77ed9f9daf0b333bbda66aba45cb38797d12ab8,e91d043fdec57e9a920fc046771c068a14dd945ee3cd2a69fa97d78452912ea4,32,4,285,55,928,285,0,285,39,5279,5279,5173,4970,2507,1434,0.8662877400560149,25.37455189600587,445.50634765625,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp4cTRsM2w0SEdqb18xXzE3dG8zNTg/result.json
real::nsEkJhFdvHk_0_0to354,aigvdbench:nsEkJhFdvHk_0_0to354,train,0,True,44d55f5f3465a6e1260cf861cf13a85c22ac9ba4d6fbf7232da6b11ffa09a039,e2386f977b01774ee8618f621ba6df6f53540f7abcc4d718e2a878f3610dfa29,2d964c671188f65f0fabcb86107f11515acc9c772314e0416c29eec39c01d7e8,32,4,82,20,1008,82,0,82,25,920,381,2268,1990,166,3,0.6866555294475298,47.71171972900629,482.38623046875,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6bnNFa0poRmR2SGtfMF8wdG8zNTQ/result.json
open_sora::nsEkJhFdvHk_0_0to354,aigvdbench:nsEkJhFdvHk_0_0to354,train,1,True,a86784534a968f50eead8b5c15c7f2467f204f9081404f6dff704a62a0a2682e,e23f3a4186a67c8caa8ac3d36bb7f1f2ce539e218a8d9b5f0365ca7f17d3e94e,4a454b6a55933da44acaa96a6ed65be8e004bcfba037d1bb32d6e6e6e06f213c,32,4,119,18,1158,119,0,119,29,4494,4494,5293,5274,297,66,0.9554957191092713,18.018966474570334,443.46533203125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpuc0VrSmhGZHZIa18wXzB0bzM1NA/result.json
real::yEnuFySg1SQ_17_111to721,aigvdbench:yEnuFySg1SQ_17_111to721,train,0,True,9b044e955d9901427d1774d8d576add9d91536c7c30d9d7193c0bb675fa901f8,3953ceb75cfbee275e0e9f69e7ea3b61a7c4d10ca7078027217f4a84704e90c3,12e4b6643375b85036520996a340c0eb7299a7287e795875647702adbf221d58,32,4,63,21,1276,63,0,63,17,1321,714,2369,1308,136,15,0.38441414970060545,46.73278223630041,480.162109375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6eUVudUZ5U2cxU1FfMTdfMTExdG83MjE/result.json
open_sora::yEnuFySg1SQ_17_111to721,aigvdbench:yEnuFySg1SQ_17_111to721,train,1,True,fae8ab72604ea16625bd16d653134f93ec09c859aa9886c51361c927a6c3dffc,79d2fd7aa8f402a50cf38cc7bc89bfea82d26b84cdd5fedf9f29683a99e9af53,1c6198a86c368847c653d4a0d729f3cda417a5c12216c5c1f2588c2d76ac7647,32,4,119,20,1121,119,0,119,11,4520,4520,4760,4262,421,192,0.9040173635008557,17.184266938827932,443.69970703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp5RW51RnlTZzFTUV8xN18xMTF0bzcyMQ/result.json
real::X9veB3NxTf0_1_0to195,aigvdbench:X9veB3NxTf0_1_0to195,train,0,True,931589b6ec055ef6a78ffdd66514dcb3f76103798390f3c08ad8e018b7b81cf0,639b1a8d610588024c45c4175784e22815821c50618831ff14776bd76b0de8bf,45dfd2cfb7fc15df07f0221166677eafeaca015a60e9f5a63b7b01242bb99f94,32,4,50,8,2235,50,0,50,0,2043,0,2916,550,58,0,0.10128737346387467,42.07973506022245,479.45849609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6WDl2ZUIzTnhUZjBfMV8wdG8xOTU/result.json
open_sora::X9veB3NxTf0_1_0to195,aigvdbench:X9veB3NxTf0_1_0to195,train,1,True,d01283ea111795464aeb1707170c9426cae71f07745ae47e2c0c7e068733fac8,8e783453bd010ecf98297f2a17bd5694e5f6949266a06e1f6cf4bed66e1a17c1,eeb9b7aa7a4acea85f5e07bc183b9da9a02e6b58031e2049bd61c845f9e1884e,32,4,32,4,1107,32,0,32,27,3499,3330,4469,3904,32,0,0.8769081872585662,14.2443982725963,443.46533203125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpYOXZlQjNOeFRmMF8xXzB0bzE5NQ/result.json
real::fIKbTBt8QWI_9_0to136,aigvdbench:fIKbTBt8QWI_9_0to136,train,0,True,b6e9d837064b5da50f990b32982aa6daf6b5b97294eda24e910478c4a6579a58,dd97e61905ab57aadca92455d0a662c15575a5fa16102e1e030598c75bf9203e,1e53e91655a8549c2ed125007cb93b336bbb6bf5c5eaa5f88631c91a21c322ce,32,4,70,12,1087,70,0,70,0,4803,4803,5234,5092,112,0,0.9617502505304059,48.10604828223586,479.69287109375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6ZklLYlRCdDhRV0lfOV8wdG8xMzY/result.json
open_sora::fIKbTBt8QWI_9_0to136,aigvdbench:fIKbTBt8QWI_9_0to136,train,1,True,f606e1563437f3d5c1051d37322817e6f2fc8d2cd60c71e7fb34918e448f5f01,008058ff0dc71e7b6a7bf96c53afdf90fa1b906e89b63c1582dd7c67f6b06fd0,d701a63bca32517682492aa416739773fe898043811d6f4183e16fa5034149a5,32,4,95,15,805,95,0,95,19,5646,5646,4469,3562,243,75,0.8821428951306446,16.492267053574324,443.9345703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpmSUtiVEJ0OFFXSV85XzB0bzEzNg/result.json
real::VKbbzSoOCmM_12_0to524,aigvdbench:VKbbzSoOCmM_12_0to524,train,0,True,17e50de5acb66507958f9013d74e02393421bef9c25dd0027957b41c40796d31,bfec61f614430b3c8d855446c10c464b8854725f9f58c8dd5657300df3539cd6,6bfcfe43c4de94424b5cd6cc4511720430a43bdf82c13dad503e78b5870afa96,32,4,26,9,1485,26,0,26,0,1785,801,4714,4582,49,0,0.794494199928365,42.27884099073708,479.45849609375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6VktiYnpTb09DbU1fMTJfMHRvNTI0/result.json
open_sora::VKbbzSoOCmM_12_0to524,aigvdbench:VKbbzSoOCmM_12_0to524,train,1,True,652cf76a1fd360653d887bbace81ea22cb34948af695121f4e50b66da3510d45,310608d83fd34f3142005bc5d670c05475a3825a28ee07e0c9014ba8a006da4f,ae059e8b1ead4e7f0bc1a6d4c9d503cad94027cc1cb81102173cc904c879c88e,32,4,33,5,1155,33,0,33,8,4599,4599,5376,5376,33,0,0.9909733627626842,15.563766160979867,443.23095703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpWS2JielNvT0NtTV8xMl8wdG81MjQ/result.json
real::IFop0h0lFhI_67_63to170,aigvdbench:IFop0h0lFhI_67_63to170,train,0,True,af68c946a195142a1327f6f6b1712555a33c3b7db96f0d29bbe89d3cd4315484,a03ff1e8bf8454404f6681497146c620ec15329a49370268a526729f25240c18,f36f6d136501ea61427565cd8873c9aa24bb914b6001be1a7adcb59b5ab82c11,32,4,46,10,616,46,0,46,28,3860,3657,5011,4646,63,0,0.8897947070904175,43.19127282127738,479.69287109375,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6SUZvcDBoMGxGaElfNjdfNjN0bzE3MA/result.json
open_sora::IFop0h0lFhI_67_63to170,aigvdbench:IFop0h0lFhI_67_63to170,train,1,True,4f5cc7d05887f6406c61f28b5ddf69336411bd8e9889813023b1506b788822d5,b65a833a3b3eba4d2136009914438ef943c5b11619764510f415629889ef97b0,1ffaf98b9bfe9fafe1905c3e5fbd9432ca46c00085c0cbc7b73b864c393699b4,32,4,243,42,950,243,0,243,99,4800,4800,4324,3546,1673,651,0.807304890083056,16.755854915827513,444.9853515625,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpJRm9wMGgwbEZoSV82N182M3RvMTcw/result.json
real::wa8q-iy2_Dc_41_44to162,aigvdbench:wa8q-iy2_Dc_41_44to162,train,0,True,4519407c18fc1386e8b461b720aebe3ff88a01d22bb5baeed39f7ad78b6dcdcc,086df7a61d11083bee57db5a845ebdbf0a38c18ecb1ca84b3168d02003e562e0,f576c8361a22cf86b1fb2eef4bff063e4e4ca58eb6fa49b2c82efae8bab8b2d2,32,4,102,56,2186,102,0,102,12,2135,42,2480,70,279,3,0.02614627886572237,40.657770982943475,480.8642578125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6d2E4cS1peTJfRGNfNDFfNDR0bzE2Mg/result.json
open_sora::wa8q-iy2_Dc_41_44to162,aigvdbench:wa8q-iy2_Dc_41_44to162,train,1,True,137e439cddcac41fc54a5c4405d265ad2a57a6368c5af14bb13f9e37d5b8d4c8,d64caaf5b5fb7c9da23333a39e5d37d3323fe5caf26ca4225589cfd749486316,c9a501a4da286465bf8e4251c14e707d279b5c6d9ee01e2f0ec52e97cfda9fe1,32,4,115,23,578,115,0,115,53,5688,5688,4687,4426,267,87,0.9383137550403385,17.931561560370028,443.23095703125,,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,False,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp3YThxLWl5Ml9EY180MV80NHRvMTYy/result.json
